donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,municipal solid waste,phosphorus
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,crude oil
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,metals
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,municipal solid waste,salt
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,municipal solid waste,salt
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,municipal solid waste,cooling
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,vehicle fuel
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,municipal solid waste,feedstock for cement clinker production
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,municipal solid waste,feedstock for cement clinker production
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat,municipal solid waste,heat
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat,municipal solid waste,heat
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat,municipal solid waste,heat
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,municipal solid waste,heat
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,municipal solid waste,heat
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,municipal solid waste,organo-mineral fertilizer
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,municipal solid waste,concrete paving blocks
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,feedstock
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,municipal solid waste,feedstock
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,municipal solid waste,ammonia
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,gasoline
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,diesel fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,ethanol
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,gaseous fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,fuel
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,circular waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mixed waste,recovered materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,mixed waste,compost
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,mixed waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,mixed waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,mixed waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,mixed waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,mixed waste,energy recovery
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,mixed waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mixed waste,feedstock
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,mixed waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mixed waste,materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,industrial waste,biogas
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,industrial waste,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,industrial waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial waste,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,industrial waste,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,industrial waste,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,industrial waste,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,industrial waste,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,industrial waste,raw materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,industrial waste,fertilizer products
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,industrial waste,organo-mineral fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,industrial waste,zeolite
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,bioenergy
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial waste,chemical products
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,energy resources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,industrial waste,energy resources
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,industrial waste,energy resources
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,industrial waste,energy resources
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,industrial waste,energy resources
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,industrial waste,energy resources
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,industrial waste,compost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,industrial waste,biochar
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,industrial waste,soil fertility
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial waste,materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,industrial waste,water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,industrial waste,water
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,biodiesel
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat,industrial waste,heat
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat,industrial waste,heat
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat,industrial waste,heat
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,industrial waste,heat
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,industrial waste,heat
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial waste,secondary raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,industrial waste,secondary raw materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,biobased fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,ethanol
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial waste,byproducts
ND - Construction materials production,ND - Glass and glass-ceramic production,Construction and demolition waste,Raw material for Glass and glass-ceramic production,industrial waste,low-temperature glass-ceramics
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,industrial waste,energy efficiency
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,industrial waste,raw building materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,industrial waste,raw building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Raw materials,industrial waste,raw building materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,industrial waste,raw building materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,industrial waste,raw building materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,industrial waste,raw building materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,industrial waste,raw building materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,industrial waste,raw building materials
ND - Construction materials production,ND - Rock wool production,Construction and demolition waste,Raw material for Rock wool production,industrial waste,raw building materials
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,industrial waste,cement
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,industrial waste,salt
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,industrial waste,salt
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,clay brick waste,cementitious materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,environmental waste,salt
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,environmental waste,salt
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,environmental waste,water treatment
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,environmental waste,water treatment
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,environmental waste,fertilizer
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,environmental waste,water resources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,environmental waste,water resources
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,reduced emissions
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,biochar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,environmental waste,clean water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,environmental waste,clean water
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,energy resources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,environmental waste,energy resources
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,environmental waste,energy resources
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,environmental waste,energy resources
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,environmental waste,energy resources
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,environmental waste,energy resources
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,environmental waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,environmental waste,hydrogen
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,ammonia
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,recovered materials
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat,environmental waste,heat
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat,environmental waste,heat
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat,environmental waste,heat
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,environmental waste,heat
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,environmental waste,heat
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,environmental waste,biofertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,power
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,environmental waste,bio-fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,plant nutrients
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,bioenergy
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,environmental waste,organic fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,ethanol
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,metals
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,fertilizer alternatives
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,savings in production costs of chemical fertilizers
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,energy efficiency
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,feedstock
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,feedstock
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,gaseous fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,renewable fuel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,environmental waste,high-quality fertilizer
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,environmental waste,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,environmental waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,environmental waste,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,environmental waste,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,environmental waste,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,environmental waste,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,environmental waste,raw materials
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,environmental waste,usable energy
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,environmental waste,usable energy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,environmental waste,usable energy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,environmental waste,usable energy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,environmental waste,usable energy
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,environmental waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,environmental waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,environmental waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,environmental waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,environmental waste,energy recovery
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,chemical products
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,environmental waste,hot water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,environmental waste,hot water
ND - Construction materials production,Taranto,Construction and demolition waste,Heat,environmental waste,hot water
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Road foundations;Paving,environmental waste,road materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,compost
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,secondary raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,environmental waste,secondary raw materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,environmental waste,phosphorus
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser,environmental waste,improved soil properties
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,environmental waste,minerals
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,environmental waste,frass fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,environmental waste,fuel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,recyclable waste,compost
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,incinerated waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,incinerated waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,incinerated waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,incinerated waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,incinerated waste,energy recovery
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,incinerated waste,metals
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,solid waste,compost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,solid waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,solid waste,biochar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,solid waste,treated water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,solid waste,treated water
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,recovered materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,solid waste,soil conditioner
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,solid waste,refractory materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,solid waste,crude oil
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,solid waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,solid waste,soil improver
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,solid waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,solid waste,hydrogen
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,solid waste,reduced emissions
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,solid waste,concrete
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,solid waste,concrete
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,solid waste,critical raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,solid waste,critical raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,critical raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,solid waste,critical raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,solid waste,critical raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,solid waste,critical raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,byproducts
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,solid waste,ethanol
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,solid waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,feedstock
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,solid waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,sustainable raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,solid waste,functional construction material
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,solid waste,biodiesel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,solid waste,clean water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,solid waste,clean water
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,metals
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,solid waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,solid waste,building materials
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,solid waste,cement
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat,solid waste,heat
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat,solid waste,heat
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat,solid waste,heat
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,solid waste,heat
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,solid waste,heat
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,solid waste,effluent
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,solid waste,effluent
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,solid waste,thermal energy
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,solid waste,thermal energy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,solid waste,thermal energy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,solid waste,thermal energy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,solid waste,thermal energy
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,discarded building materials,salvaged materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,construction waste,secondary construction materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction waste,materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction waste,recovered materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,construction waste,biochar
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,construction waste,agricultural by-products
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,construction waste,cement materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,construction waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction waste,building materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,construction waste,controlled-release fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,construction waste,ethanol
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,construction waste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,construction waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,construction waste,hydrogen
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,non-recyclable waste,compost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,non-recyclable waste,biochar
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,non-recyclable waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,non-recyclable waste,biofuels
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,waste,materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste,fertilizer
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,waste,chemical products
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,waste,hot water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,waste,hot water
ND - Construction materials production,Taranto,Construction and demolition waste,Heat,waste,hot water
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,low grade construction and demolition waste,recovered materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,insulation waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,insulation waste,building materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,carbon-rich waste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,carbon-rich waste,biofuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,carbon-rich waste,power
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal waste,biofuels
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,non-essential waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,non-essential waste,materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,commercial waste,chemical products
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,discarded materials,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,discarded materials,fertiliser
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,mining waste,fertilizer for Lactuca sativa L.
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mining waste,metals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mining waste,byproducts
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,mining waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mining waste,building materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,mining waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,mining waste,soil amendment
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,mining waste,biodiesel
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,mining waste,critical raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,mining waste,critical raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mining waste,critical raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,mining waste,critical raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,mining waste,critical raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,mining waste,critical raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mining waste,minerals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mining waste,valuable materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,mining waste,fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,mining waste,organic fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,non-organic waste,renewable fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,non-organic waste,energy sources
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,miscellaneous waste,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,spent materials,recycled materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,special waste,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,special waste,metals
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,raw material waste,biodiesel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,raw material waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,raw material waste,biochar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,non-processed waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,non-processed waste,hydrogen
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,non-processed waste,gaseous fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,non-processed waste,renewable fuel
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,non-processed waste,building materials
