donor,receiver,P_wastes,P_resources,G_waste,G_resource
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,complex waste,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,complex waste,biogas
ILVA,ND - Production of bricks,Waste heat;Waste coolant,Raw material for Production of bricks,waste brick,coated brick particles
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,scheduled waste,resources
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,scheduled waste,alternative materials
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste precursor,biofuels
ILVA,ENI refinery,Waste heat;Waste coolant,Process energy,waste precursor,biofuels
ILVA,ILVA,Waste heat;Waste coolant,Process energy,waste precursor,biofuels
ILVA,Edison power station,Waste heat;Waste coolant,Process energy,waste precursor,biofuels
ILVA,CEMENTIR,Waste heat;Waste coolant,Process energy,waste precursor,biofuels
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste precursor,biofuels
ILVA,EniPower power station,Waste heat;Waste coolant,Process energy,waste precursor,biofuels
ILVA,Enipower power station,Waste heat,Fuel,energy loss,electricity
ILVA,Enipower power station,Waste heat,Fuel,energy loss,energy efficiency
ILVA,ENI refinery,Waste heat,Process energy,energy loss,energy efficiency
ILVA,ILVA,Waste heat,Process energy,energy loss,energy efficiency
ILVA,Edison power station,Waste heat,Process energy,energy loss,energy efficiency
ILVA,CEMENTIR,Waste heat,Process energy,energy loss,energy efficiency
ILVA,Taranto,Waste heat,Cooling,energy loss,energy efficiency
ILVA,EniPower power station,Waste heat,Process energy,energy loss,energy efficiency
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,energy waste,food products
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,energy waste,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,energy waste,biogas
ILVA,ND - Road construction,Waste heat,Raw materials,low-value waste,high-value feed materials
ILVA,ND - Road construction,Waste heat,Raw materials,low-value waste,feedstock supply chains
ILVA,ND - Agroindustry,Waste heat,Fertilizer,low-value waste,nutrients
ILVA,Enipower power station,Waste heat,Fuel,refuse derived fuel,crude oil
ILVA,Enipower power station,Waste heat,Fuel,refuse derived fuel,exhaust gas
ILVA,Enipower power station,Waste heat,Fuel,refuse derived fuel,biofuels
ILVA,ENI refinery,Waste heat,Process energy,refuse derived fuel,biofuels
ILVA,ILVA,Waste heat,Process energy,refuse derived fuel,biofuels
ILVA,Edison power station,Waste heat,Process energy,refuse derived fuel,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,refuse derived fuel,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,refuse derived fuel,biofuels
ILVA,EniPower power station,Waste heat,Process energy,refuse derived fuel,biofuels
ILVA,Enipower power station,Waste heat,Fuel,refuse derived fuel,syngas
ILVA,Enipower power station,Waste heat,Fuel,refuse derived fuel,biogas
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,refuse derived fuel,biogas
ILVA,ND - Road construction,Waste heat,Raw materials,refuse derived fuel,biopolymers
ILVA,ND - Construction materials production,Waste heat,Raw material for Construction materials production,refuse derived fuel,construction materials
ILVA,ND - Road construction,Waste heat,Raw material for Road construction;Raw materials,refuse derived fuel,construction materials
ILVA,ND - Production of concrete,Waste heat,Raw material for Production of concrete,refuse derived fuel,construction materials
ILVA,ND - Production of bricks,Waste heat,Raw material for Production of bricks,refuse derived fuel,construction materials
ILVA,ND - Construction materials production,Waste heat,Raw material for Construction materials production,refuse derived fuel,building materials
ILVA,ND - Road construction,Waste heat,Raw materials,refuse derived fuel,building materials
ILVA,ND - Production of concrete,Waste heat,Raw material for Production of concrete,refuse derived fuel,building materials
ILVA,ND - Production of bricks,Waste heat,Raw material for Production of bricks,refuse derived fuel,building materials
ILVA,Enipower power station,Waste heat,Water,energy consumption,minerals
ILVA,ENI refinery,Waste heat,Water,energy consumption,minerals
ILVA,ND - Road construction,Waste heat,Raw materials,energy consumption,minerals
ILVA,ND - Agroindustry,Waste heat,Fertilizer,energy consumption,minerals
ILVA,ND - Glass and glass-ceramic production,Waste heat,Raw material for Glass and glass-ceramic production,energy consumption,silica
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,energy consumption,biofertilizer
ILVA,Enipower power station,Waste heat,Fuel,energy consumption,bioenergy
ILVA,ENI refinery,Waste heat,Process energy,energy consumption,bioenergy
ILVA,ILVA,Waste heat,Process energy,energy consumption,bioenergy
ILVA,Edison power station,Waste heat,Process energy,energy consumption,bioenergy
ILVA,CEMENTIR,Waste heat,Process energy,energy consumption,bioenergy
ILVA,EniPower power station,Waste heat,Process energy,energy consumption,bioenergy
ILVA,Enipower power station,Waste heat,Fuel,energy consumption,biofuels
ILVA,ENI refinery,Waste heat,Process energy,energy consumption,biofuels
ILVA,ILVA,Waste heat,Process energy,energy consumption,biofuels
ILVA,Edison power station,Waste heat,Process energy,energy consumption,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,energy consumption,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,energy consumption,biofuels
ILVA,EniPower power station,Waste heat,Process energy,energy consumption,biofuels
ILVA,Enipower power station,Waste heat,Fuel,energy consumption,oil consumption
ILVA,Taranto,Waste heat,Cooling,energy consumption,energy savings
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,high-calorific waste,compost
ILVA,Enipower power station,Waste heat,Fuel,high-calorific waste,biogas
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,high-calorific waste,biogas
ILVA,ND - Road construction,Waste heat,Raw materials,high-calorific waste,recycled materials
ILVA,Enipower power station,Waste heat,Fuel,high-calorific waste,refuse-derived fuel
ILVA,Enipower power station,Waste heat,Fuel,meat waste,biofuels
ILVA,ENI refinery,Waste heat,Process energy,meat waste,biofuels
ILVA,ILVA,Waste heat,Process energy,meat waste,biofuels
ILVA,Edison power station,Waste heat,Process energy,meat waste,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,meat waste,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,meat waste,biofuels
ILVA,EniPower power station,Waste heat,Process energy,meat waste,biofuels
ILVA,ND - Road construction,Waste heat,Raw materials,meat waste,biopolymers
ILVA,ND - Agroindustry,Waste heat,Fertilizer,meat waste,biochar
ILVA,Enipower power station,Waste heat,Fuel;Water,meat waste,nitrogen
ILVA,ENI refinery,Waste heat,Water,meat waste,nitrogen
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,meat waste,nitrogen
ILVA,Enipower power station,Waste heat,Fuel,meat waste,biodiesel
ILVA,ND - Agroindustry,Waste heat,Fertilizer,meat waste,biodiesel
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,meat waste,fertiliser
ILVA,Enipower power station,Waste heat,Fuel,meat waste,biogas
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,meat waste,biogas
ILVA,Enipower power station,Waste heat,Fuel,meat waste,electricity
ILVA,ENI refinery,Waste heat,Process heat,meat waste,heating potential
ILVA,ILVA,Waste heat,Process heat,meat waste,heating potential
ILVA,Edison power station,Waste heat,Process heat,meat waste,heating potential
ILVA,Taranto,Waste heat,Heat,meat waste,heating potential
ILVA,ND - Electricity production - Organic Rankine Cycle,Waste heat,Process heat,meat waste,heating potential
ILVA,CEMENTIR,Waste heat,Raw material for Cement production,waste recycling,raw materials
ILVA,ND - Construction materials production,Waste heat,Raw material for Construction materials production,waste recycling,raw materials
ILVA,ND - Road construction,Waste heat,Raw material for Road construction;Raw materials,waste recycling,raw materials
ILVA,ND - Distilleries,Waste heat,Raw material for Distilleries,waste recycling,raw materials
ILVA,ND - Marine embarkments,Waste heat,Raw material for Marine embarkments,waste recycling,raw materials
ILVA,ND - Steelworks,Waste heat,Raw material for Steelworks,waste recycling,raw materials
ILVA,ND - Production of refractories,Waste heat,Raw material for Production of refractories,waste recycling,raw materials
ILVA,ND - Production of concrete,Waste heat,Raw material for Production of concrete,waste recycling,raw materials
ILVA,ND - Production of bricks,Waste heat,Raw material for Production of bricks,waste recycling,raw materials
ILVA,ND - Rock wool production,Waste heat,Raw material for Rock wool production,waste recycling,raw materials
ILVA,ND - Glass and glass-ceramic production,Waste heat,Raw material for Glass and glass-ceramic production,waste recycling,raw materials
ILVA,Enipower power station,Waste heat,Fuel,waste recycling,chemical products
ILVA,ND - Road construction,Waste heat,Raw materials,waste recycling,chemical products
ILVA,ND - Agroindustry,Waste heat,Fertilizer,waste recycling,chemical products
ILVA,Taranto,Waste heat;Waste coolant,Cooling,waste reuse,energy savings
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,spent oil,protein
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,spent oil,protein
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,process waste,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,process waste,biogas
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,process waste,electricity
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,process waste,ethanol
ILVA,ENI refinery,Waste heat;Waste coolant,Process energy,process waste,ethanol
ILVA,ILVA,Waste heat;Waste coolant,Process energy,process waste,ethanol
ILVA,Edison power station,Waste heat;Waste coolant,Process energy,process waste,ethanol
ILVA,CEMENTIR,Waste heat;Waste coolant,Process energy,process waste,ethanol
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,process waste,ethanol
ILVA,EniPower power station,Waste heat;Waste coolant,Process energy,process waste,ethanol
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,electricity
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste stream,phosphorous fertiliser
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,waste stream,phosphate
ILVA,ND - Isolated buildings,Waste heat;Waste coolant,Removal or retention of phosphorous from wastewater,waste stream,phosphate
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,waste stream,H3PO4
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste stream,struvite
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste stream,ammonium sulfate
ILVA,Enipower power station,Waste heat;Waste coolant,Water,waste stream,reclaimed water
ILVA,ENI refinery,Waste heat;Waste coolant,Water,waste stream,reclaimed water
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste stream,recycled fertilisers
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,target energy-rich value-added products
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste stream,bioproducts
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,protein
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste stream,protein
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,waste stream,biogas
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste stream,resources
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste stream,reusable material
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,biodiesel
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste stream,biodiesel
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,animal feed
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,waste stream,animal feed
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,biofuels
ILVA,ENI refinery,Waste heat;Waste coolant,Process energy,waste stream,biofuels
ILVA,ILVA,Waste heat;Waste coolant,Process energy,waste stream,biofuels
ILVA,Edison power station,Waste heat;Waste coolant,Process energy,waste stream,biofuels
ILVA,CEMENTIR,Waste heat;Waste coolant,Process energy,waste stream,biofuels
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste stream,biofuels
ILVA,EniPower power station,Waste heat;Waste coolant,Process energy,waste stream,biofuels
ILVA,Enipower power station,Waste heat;Waste coolant,Water,waste stream,syrup
ILVA,ENI refinery,Waste heat;Waste coolant,Water,waste stream,syrup
ILVA,Enipower power station,Waste heat;Waste coolant,Water,waste stream,reused water
ILVA,ENI refinery,Waste heat;Waste coolant,Water,waste stream,reused water
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste stream,organic fertilizer
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste stream,nutrients
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel;Water,waste stream,nitrogen
ILVA,ENI refinery,Waste heat;Waste coolant,Water,waste stream,nitrogen
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,waste stream,nitrogen
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste stream,chemical products
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste stream,chemical products
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste stream,chemical products
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste stream,industrial metals
ILVA,ND - Agroindustry,Waste heat,Fertilizer,bud waste,biochar
ILVA,Enipower power station,Waste heat,Fuel,bud waste,electricity
ILVA,Enipower power station,Waste heat,Water,bud waste,water treatment
ILVA,ENI refinery,Waste heat,Water,bud waste,water treatment
ILVA,ND - Isolated buildings,Waste heat,Removal or retention of phosphorous from wastewater,bud waste,water treatment
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,ethanol
ILVA,ENI refinery,Waste heat,Process energy,biomass waste,ethanol
ILVA,ILVA,Waste heat,Process energy,biomass waste,ethanol
ILVA,Edison power station,Waste heat,Process energy,biomass waste,ethanol
ILVA,CEMENTIR,Waste heat,Process energy,biomass waste,ethanol
ILVA,ND - Agroindustry,Waste heat,Fertilizer,biomass waste,ethanol
ILVA,EniPower power station,Waste heat,Process energy,biomass waste,ethanol
ILVA,Enipower power station,Waste heat,Fuel;Water,biomass waste,hydrogen
ILVA,ENI refinery,Waste heat,Water,biomass waste,hydrogen
ILVA,ND - Agroindustry,Waste heat,Fertilizer,biomass waste,biochar
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,e-fuels
ILVA,ND - Road construction,Waste heat,Raw materials,biomass waste,biopolymers
ILVA,ND - Road construction,Waste heat,Raw materials,biomass waste,cellulose
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,electricity
ILVA,Enipower power station,Waste heat,Water,biomass waste,water treatment
ILVA,ENI refinery,Waste heat,Water,biomass waste,water treatment
ILVA,ND - Isolated buildings,Waste heat,Removal or retention of phosphorous from wastewater,biomass waste,water treatment
ILVA,ND - Agroindustry,Waste heat,Fertilizer,biomass waste,nutrients
ILVA,Enipower power station,Waste heat,Water,biomass waste,phosphorus
ILVA,ENI refinery,Waste heat,Water,biomass waste,phosphorus
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,biomass waste,phosphorus
ILVA,ND - Isolated buildings,Waste heat,Removal or retention of phosphorous from wastewater,biomass waste,phosphorus
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,syngas
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,synthetic fuel
ILVA,ND - Agroindustry,Waste heat,Fertilizer,biomass waste,synthetic fuel
ILVA,ENI refinery,Waste heat,Process energy,biomass waste,exergy
ILVA,ILVA,Waste heat,Process energy,biomass waste,exergy
ILVA,Edison power station,Waste heat,Process energy,biomass waste,exergy
ILVA,CEMENTIR,Waste heat,Process energy,biomass waste,exergy
ILVA,EniPower power station,Waste heat,Process energy,biomass waste,exergy
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,biobased fuel
ILVA,Enipower power station,Waste heat,Fuel,biomass waste,methane
